timestamp,batch_size,avg_seq_len,max_seq_len,min_seq_len,total_tokens,model_name,num_layers,hidden_size,num_heads,vocab_size,gpu_memory_allocated_mb,gpu_memory_reserved_mb,gpu_memory_cached_mb,quantize_kv,use_flash_attention,dtype,tokens_per_second,latency_ms
1768628468.4621103,1,917.0,917,917,917,synthetic-7B,32,4096,32,32000,1028.641526312325,1234.36983157479,617.184915787395,False,True,float16,316.2267441141462,372.3227534133007
1768628468.4621673,4,456.75,727,249,1827,synthetic-7B,32,4096,32,32000,2034.0238417844741,2440.8286101413687,1220.4143050706843,False,True,float16,316.42793957188053,87.79013446485182
1768628468.4622297,16,500.75,945,77,8012,synthetic-7B,32,4096,32,32000,8723.82821916534,10468.593862998407,5234.296931499203,False,True,float16,183.3679245542503,92.78089684357073
1768628468.4622905,32,529.125,998,54,16932,synthetic-7B,32,4096,32,32000,16209.713118271638,19451.655741925966,9725.827870962983,False,True,float16,352.17836514355986,206.6330672702205
1768628468.462349,1,821.0,821,821,821,synthetic-7B,32,4096,32,32000,908.184150510174,1089.8209806122088,544.9104903061044,False,True,float16,455.3531011686852,52.837797212600925
1768628468.4624074,8,402.375,706,64,3219,synthetic-7B,32,4096,32,32000,2259.129503749788,2710.9554044997453,1355.4777022498727,True,False,float16,487.4682606546765,420.2683682513367
1768628468.4624653,1,792.0,792,792,792,synthetic-7B,32,4096,32,32000,573.9125399646608,688.6950479575929,344.34752397879646,True,True,float16,343.5344223359375,164.96692883846862
1768628468.462523,4,420.75,945,102,1683,synthetic-7B,32,4096,32,32000,1841.1498028186625,2209.3797633823947,1104.6898816911973,False,True,float16,483.2244555196067,161.9038430129562
1768628468.4625795,4,723.25,955,342,2893,synthetic-7B,32,4096,32,32000,2763.074702241241,3315.689642689489,1657.8448213447446,False,False,float16,336.6591328172857,163.28869120228018
1768628468.4626367,8,607.75,980,202,4862,synthetic-7B,32,4096,32,32000,4983.3370843975745,5980.004501277089,2990.0022506385444,False,True,float16,395.0550061262081,161.5174018717595
1768628468.4626946,8,370.875,917,115,2967,synthetic-7B,32,4096,32,32000,2793.827385078615,3352.5928620943378,1676.2964310471689,False,True,float16,355.0302643823246,68.20514788069246
1768628468.462752,4,679.25,971,538,2717,synthetic-7B,32,4096,32,32000,3192.271085869201,3830.725303043041,1915.3626515215205,False,True,float16,463.14627433558735,335.485734579935
1768628468.4628093,16,526.75,925,72,8428,synthetic-7B,32,4096,32,32000,8705.605590822157,10446.726708986587,5223.363354493294,False,True,float16,414.77443594429906,157.8859175416654
1768628468.4628665,1,666.0,666,666,666,synthetic-7B,32,4096,32,32000,623.102303381865,747.722764058238,373.861382029119,False,True,float16,154.2465532614255,448.189779790076
1768628468.4629269,2,286.5,481,92,573,synthetic-7B,32,4096,32,32000,485.27252035621274,582.3270244274553,291.16351221372764,True,False,float16,300.1049001292122,166.61046842525127
1768628468.4629848,1,75.0,75,75,75,synthetic-7B,32,4096,32,32000,81.42565336337911,97.71078403605493,48.855392018027466,False,True,float16,148.16816787148,44.18204113985284
1768628468.463043,4,381.75,551,73,1527,synthetic-7B,32,4096,32,32000,1618.7814842857565,1942.5377811429078,971.2688905714539,False,False,float16,321.28838287785277,377.94693184762525
1768628468.4631011,2,517.5,539,496,1035,synthetic-7B,32,4096,32,32000,761.3261068967212,913.5913282760654,456.7956641380327,True,True,float16,497.2051160764559,440.6125677578554
1768628468.46316,1,649.0,649,649,649,synthetic-7B,32,4096,32,32000,714.1988890892974,857.0386669071569,428.51933345357844,False,True,float16,301.7256229553319,227.1913256456872
1768628468.4632213,4,708.5,823,560,2834,synthetic-7B,32,4096,32,32000,3361.1178618199465,4033.3414341839357,2016.6707170919678,False,True,float16,259.08118039728043,165.63344577713832
1768628468.4632788,1,522.0,522,522,522,synthetic-7B,32,4096,32,32000,371.8028219893102,446.16338638717224,223.08169319358612,True,True,float16,237.97402620833427,338.13392719940396
1768628468.463337,8,485.125,964,71,3881,synthetic-7B,32,4096,32,32000,4699.670084757179,5639.6041017086145,2819.8020508543073,False,True,float16,273.44297443934965,439.03587647873144
1768628468.4633927,16,405.375,920,64,6486,synthetic-7B,32,4096,32,32000,7414.2835078757935,8897.140209450952,4448.570104725476,False,True,float16,157.51977604687437,278.4630036891916
1768628468.4634502,16,492.875,983,52,7886,synthetic-7B,32,4096,32,32000,8853.844810440763,10624.613772528915,5312.306886264458,False,True,float16,217.09414051127195,114.54058775565626
1768628468.4635074,2,290.5,530,51,581,synthetic-7B,32,4096,32,32000,498.24900422490737,597.8988050698888,298.9494025349444,True,True,float16,316.6609237725296,26.71674070833152
1768628468.4635653,16,595.5,939,103,9528,synthetic-7B,32,4096,32,32000,8699.073114311816,10438.887737174178,5219.443868587089,False,True,float16,358.3547798731599,156.87826608276634
1768628468.463627,16,509.3125,925,80,8149,synthetic-7B,32,4096,32,32000,9064.43735489213,10877.324825870555,5438.662412935278,False,False,float16,212.27861265348542,282.92482942747006
1768628468.4636874,2,531.0,714,348,1062,synthetic-7B,32,4096,32,32000,1115.2699056858096,1338.3238868229714,669.1619434114857,False,False,float16,279.0146303768835,285.0860963939652
1768628468.4637458,1,350.0,350,350,350,synthetic-7B,32,4096,32,32000,360.932166592338,433.1185999108056,216.5592999554028,False,True,float16,173.9973705932718,179.01555915224037
1768628468.4638035,1,687.0,687,687,687,synthetic-7B,32,4096,32,32000,510.0017443179528,612.0020931815433,306.00104659077164,True,False,float16,130.29251178296767,488.59672370076964
1768628468.4638612,8,522.75,919,92,4182,synthetic-7B,32,4096,32,32000,5215.409683656048,6258.491620387258,3129.245810193629,False,True,float16,266.5717288081137,219.11545663460453
1768628468.4639194,2,395.0,515,275,790,synthetic-7B,32,4096,32,32000,562.6297603024504,675.1557123629406,337.5778561814703,True,True,float16,245.37364869178666,353.9363963560345
1768628468.4639778,32,564.375,999,50,18060,synthetic-7B,32,4096,32,32000,17597.831528046372,21117.397833655647,10558.698916827823,False,True,float16,401.8807020873596,103.88011977216593
1768628468.4640355,32,503.8125,995,70,16122,synthetic-7B,32,4096,32,32000,18656.40552545616,22387.686630547392,11193.843315273696,False,True,float16,144.4652496818454,404.5837966128417
1768628468.4640937,8,501.0,892,71,4008,synthetic-7B,32,4096,32,32000,3275.852119608896,3931.0225435306747,1965.5112717653374,False,True,float16,254.78342735817648,73.87197613414051
1768628468.4641516,8,490.375,931,102,3923,synthetic-7B,32,4096,32,32000,3154.1560583713726,3784.987270045647,1892.4936350228236,True,False,float16,304.72162593400424,253.85628429659505
1768628468.4642093,2,622.5,990,255,1245,synthetic-7B,32,4096,32,32000,1396.9638623490273,1676.3566348188326,838.1783174094163,False,True,float16,304.4739163832643,313.4669927793
1768628468.4642675,1,410.0,410,410,410,synthetic-7B,32,4096,32,32000,351.3832010551805,421.6598412662166,210.8299206331083,True,True,float16,324.51406178574,489.99990749038614
1768628468.4643252,2,569.5,877,262,1139,synthetic-7B,32,4096,32,32000,844.0763085966582,1012.8915703159898,506.4457851579949,True,False,float16,167.9628403210039,385.6337412424441
1768628468.4643857,2,520.5,852,189,1041,synthetic-7B,32,4096,32,32000,847.7698483355746,1017.3238180026894,508.6619090013447,True,True,float16,124.36194356873801,422.619508864546
1768628468.4644454,32,550.75,999,106,17624,synthetic-7B,32,4096,32,32000,17069.588833710965,20483.506600453158,10241.753300226579,False,True,float16,430.34562756380285,188.4914254382775
1768628468.4645026,8,500.875,909,241,4007,synthetic-7B,32,4096,32,32000,4105.338717698173,4926.406461237808,2463.203230618904,False,True,float16,438.68180174010195,391.3374791118505
1768628468.4645596,2,521.0,878,164,1042,synthetic-7B,32,4096,32,32000,1000.3103871576659,1200.3724645891991,600.1862322945996,False,True,float16,212.3409925837595,353.71991894218536
1768628468.464621,16,489.5,965,65,7832,synthetic-7B,32,4096,32,32000,7562.789522087392,9075.34742650487,4537.673713252435,False,True,float16,491.79934506775066,132.69709455296004
1768628468.4646804,16,630.375,969,50,10086,synthetic-7B,32,4096,32,32000,9129.423247633302,10955.307897159963,5477.653948579981,False,False,float16,248.46357095157322,65.00330679208636
1768628468.4647372,1,121.0,121,121,121,synthetic-7B,32,4096,32,32000,89.2988623665276,107.15863483983311,53.579317419916556,True,True,float16,345.32369515215294,138.93741899439627
1768628468.4647949,1,978.0,978,978,978,synthetic-7B,32,4096,32,32000,1046.1903081709722,1255.4283698051665,627.7141849025833,False,True,float16,428.01448875829317,265.63923479313326
1768628468.4648516,1,310.0,310,310,310,synthetic-7B,32,4096,32,32000,362.3304293126375,434.796515175165,217.3982575875825,False,True,float16,264.59432166386335,60.71078758476982
1768628468.46491,16,492.25,894,61,7876,synthetic-7B,32,4096,32,32000,5636.537070843166,6763.8444850117985,3381.9222425058992,True,True,float16,226.6470912181902,287.59720309236656
1768628468.4649892,16,425.375,872,50,6806,synthetic-7B,32,4096,32,32000,8436.499035953031,10123.798843143637,5061.8994215718185,False,True,float16,472.8328194553158,85.26223253359383
1768628468.4650497,1,622.0,622,622,622,synthetic-7B,32,4096,32,32000,620.8047468972114,744.9656962766537,372.48284813832686,False,True,float16,222.08994986381612,287.631663585661
1768628468.465108,2,414.5,635,194,829,synthetic-7B,32,4096,32,32000,560.4302454124729,672.5162944949675,336.25814724748375,True,False,float16,216.59962578124592,98.80468009166992
1768628468.4651709,32,541.46875,849,51,17327,synthetic-7B,32,4096,32,32000,17008.011347350253,20409.613616820305,10204.806808410152,False,True,float16,152.5765698689066,198.5571033543188
1768628468.4652293,8,381.125,852,74,3049,synthetic-7B,32,4096,32,32000,2492.4579769408106,2990.9495723289724,1495.4747861644862,True,False,float16,108.52196129178586,453.5387003317788
1768628468.4652882,32,516.625,988,70,16532,synthetic-7B,32,4096,32,32000,17350.782085411636,20820.938502493962,10410.469251246981,False,True,float16,151.99005753067766,276.7560138000803
1768628468.4653463,32,504.78125,995,54,16153,synthetic-7B,32,4096,32,32000,15994.477762334152,19193.37331480098,9596.68665740049,False,True,float16,437.1401464999622,205.5225956507632
1768628468.4654033,4,736.0,941,276,2944,synthetic-7B,32,4096,32,32000,2466.8710591104355,2960.2452709325225,1480.1226354662613,True,True,float16,175.109996144177,146.8741351798767
1768628468.465462,32,557.125,987,83,17828,synthetic-7B,32,4096,32,32000,18789.918099847597,22547.901719817117,11273.950859908558,False,False,float16,168.07783901331527,125.01305477886235
1768628468.4655197,16,587.625,964,157,9402,synthetic-7B,32,4096,32,32000,9538.866966497573,11446.640359797088,5723.320179898544,False,False,float16,428.33370262313053,148.04296455765513
1768628468.4655788,16,494.0625,953,107,7905,synthetic-7B,32,4096,32,32000,6561.460519884597,7873.7526238615155,3936.8763119307578,True,True,float16,334.70909983673573,379.0632202198991
1768628468.4656374,1,237.0,237,237,237,synthetic-7B,32,4096,32,32000,184.24570261167952,221.0948431340154,110.5474215670077,True,True,float16,315.03638658533066,288.33408428488485
1768628468.4657123,1,926.0,926,926,926,synthetic-7B,32,4096,32,32000,1041.2842808670275,1249.541137040433,624.7705685202164,False,True,float16,236.72504916748255,273.0468549528412
1768628468.4657705,1,950.0,950,950,950,synthetic-7B,32,4096,32,32000,953.2151594739122,1143.8581913686946,571.9290956843473,False,True,float16,363.9149827642919,394.56139170041524
1768628468.4658282,8,438.125,807,63,3505,synthetic-7B,32,4096,32,32000,2931.0911141327233,3517.309336959268,1758.654668479634,True,True,float16,151.63269925837395,188.46367595460634
1768628468.465888,4,772.75,938,437,3091,synthetic-7B,32,4096,32,32000,2326.571529600111,2791.885835520133,1395.9429177600664,True,True,float16,259.22270285647585,497.08845225459874
1768628468.4659474,2,733.5,941,526,1467,synthetic-7B,32,4096,32,32000,1091.4726733606701,1309.767208032804,654.883604016402,True,True,float16,408.9296922712296,483.05952475313467
1768628468.4660232,32,519.5625,979,50,16626,synthetic-7B,32,4096,32,32000,17538.829088458984,21046.59490615078,10523.29745307539,False,False,float16,315.2477855116433,411.6206084021416
1768628468.466082,8,404.0,937,66,3232,synthetic-7B,32,4096,32,32000,2249.772104057403,2699.726524868883,1349.8632624344416,True,False,float16,439.6323043529735,127.33462425511969
1768628468.4661405,8,483.875,958,73,3871,synthetic-7B,32,4096,32,32000,3889.3469362199776,4667.216323463973,2333.6081617319865,False,True,float16,257.85849751226635,122.29328973237473
1768628468.4661984,16,513.625,991,86,8218,synthetic-7B,32,4096,32,32000,8425.997881002051,10111.197457202461,5055.5987286012305,False,True,float16,325.12230082420535,419.08403348391005
1768628468.4662578,16,611.4375,929,140,9783,synthetic-7B,32,4096,32,32000,7727.555972338932,9273.067166806719,4636.533583403359,True,True,float16,473.7399479294083,16.952119827551385
1768628468.4663153,1,147.0,147,147,147,synthetic-7B,32,4096,32,32000,116.59058739919706,139.90870487903646,69.95435243951823,False,True,float16,187.9288862860661,57.249721514607174
1768628468.466372,8,478.875,982,197,3831,synthetic-7B,32,4096,32,32000,3707.2902711099036,4448.748325331884,2224.374162665942,False,True,float16,177.64291806105126,472.8311267632288
1768628468.4664288,1,448.0,448,448,448,synthetic-7B,32,4096,32,32000,292.6582272699976,351.1898727239971,175.59493636199855,True,True,float16,260.98575498285004,90.95873098327462
1768628468.466488,32,551.28125,969,80,17641,synthetic-7B,32,4096,32,32000,14501.279263600583,17401.535116320698,8700.767558160349,True,False,float16,297.4507151442002,434.18534632566
1768628468.4665465,32,526.40625,984,58,16845,synthetic-7B,32,4096,32,32000,9093.187345253966,10911.824814304759,5455.912407152379,True,False,float16,207.63954177712708,344.0721631466705
1768628468.4666038,4,332.75,548,181,1331,synthetic-7B,32,4096,32,32000,1311.9097842473818,1574.2917410968582,787.1458705484291,False,True,float16,464.1857547394847,422.23198714352765
1768628468.466665,8,666.25,982,366,5330,synthetic-7B,32,4096,32,32000,4811.550863903632,5773.861036684358,2886.930518342179,False,False,float16,336.63681024330765,31.141145924022496
1768628468.466724,2,659.5,862,457,1319,synthetic-7B,32,4096,32,32000,1000.2232392604978,1200.2678871125975,600.1339435562987,True,True,float16,360.4716181140935,237.91345656664086
1768628468.4667807,32,559.8125,993,57,17914,synthetic-7B,32,4096,32,32000,18162.753406461634,21795.30408775396,10897.65204387698,False,True,float16,488.5250217259311,236.55466555274322
1768628468.4668405,16,626.875,975,184,10030,synthetic-7B,32,4096,32,32000,9926.356429588937,11911.627715506724,5955.813857753362,False,True,float16,326.21966681605863,364.6962030541956
1768628468.4668982,8,558.75,876,198,4470,synthetic-7B,32,4096,32,32000,4179.316964879073,5015.180357854887,2507.5901789274435,False,True,float16,182.7689965449752,274.8094761313536
1768628468.4669554,32,488.9375,991,74,15646,synthetic-7B,32,4096,32,32000,15579.52473420085,18695.42968104102,9347.71484052051,False,True,float16,387.1515586332156,263.3399847995573
1768628468.467012,32,550.15625,993,70,17605,synthetic-7B,32,4096,32,32000,20031.129532743755,24037.355439292503,12018.677719646252,False,True,float16,402.9602570207902,439.9561934210315
1768628468.467069,2,606.5,816,397,1213,synthetic-7B,32,4096,32,32000,1335.4443180632934,1602.533181675952,801.266590837976,False,False,float16,447.66811266714285,471.63731962439834
1768628468.4671257,32,454.0625,995,51,14530,synthetic-7B,32,4096,32,32000,13525.93154454322,16231.117853451864,8115.558926725932,False,True,float16,280.7594844282326,373.36145718282773
1768628468.467183,1,449.0,449,449,449,synthetic-7B,32,4096,32,32000,555.9520699733072,667.1424839679686,333.5712419839843,False,True,float16,161.36590483535883,462.8257501738717
1768628468.4672403,32,468.8125,924,77,15002,synthetic-7B,32,4096,32,32000,15534.708863064301,18641.65063567716,9320.82531783858,False,True,float16,451.64053068043245,499.740354300589
1768628468.467297,2,461.0,507,415,922,synthetic-7B,32,4096,32,32000,896.3825150884777,1075.659018106173,537.8295090530866,False,True,float16,352.66635320762407,246.79213943346673
1768628468.4673622,8,507.5,865,259,4060,synthetic-7B,32,4096,32,32000,2522.373844581477,3026.8486134977725,1513.4243067488862,True,True,float16,170.37936726801996,376.8883115408554
1768628468.4674213,1,342.0,342,342,342,synthetic-7B,32,4096,32,32000,328.3101802578461,393.97221630941533,196.98610815470767,False,True,float16,285.96735354587383,329.53949502400144
1768628468.467479,2,89.0,111,67,178,synthetic-7B,32,4096,32,32000,186.8788100158402,224.25457201900824,112.12728600950412,False,True,float16,416.0440765176229,132.09195144764954
1768628468.4675367,32,495.875,985,149,15868,synthetic-7B,32,4096,32,32000,17310.08954419709,20772.107453036508,10386.053726518254,False,True,float16,223.19884428082312,65.92850997197556
1768628468.4675934,8,445.625,732,70,3565,synthetic-7B,32,4096,32,32000,3730.786395948608,4476.943675138329,2238.4718375691646,False,True,float16,235.5208580254509,50.5700676980134
1768628468.4676504,2,458.0,771,145,916,synthetic-7B,32,4096,32,32000,852.4985408710594,1022.9982490452712,511.4991245226356,False,True,float16,323.2237696414282,128.06620004867057
1768628468.4677083,1,558.0,558,558,558,synthetic-7B,32,4096,32,32000,371.3026604183806,445.56319250205667,222.78159625102833,True,False,float16,125.63128444197753,263.6969203916106
1768628468.4677665,4,569.5,902,111,2278,synthetic-7B,32,4096,32,32000,2223.0982078944207,2667.717849473305,1333.8589247366524,True,True,float16,104.89393495465822,123.66875091851979
1768628468.4678228,4,577.25,882,456,2309,synthetic-7B,32,4096,32,32000,2549.558631736417,3059.4703580837,1529.73517904185,False,True,float16,362.630061575562,198.0183192260371
1768628468.4678798,2,318.5,455,182,637,synthetic-7B,32,4096,32,32000,698.1682490823295,837.8018988987953,418.9009494493977,False,True,float16,190.88311083782355,292.026437083165
1768628468.467938,32,447.875,958,55,14332,synthetic-7B,32,4096,32,32000,15003.210115664137,18003.852138796963,9001.926069398482,False,True,float16,304.5205496002493,180.9556543359043
1768628468.467996,8,405.5,882,190,3244,synthetic-7B,32,4096,32,32000,2924.4846487527757,3509.3815785033307,1754.6907892516654,False,False,float16,162.69075556642946,144.04514421157725
1768628468.4680545,2,751.5,795,708,1503,synthetic-7B,32,4096,32,32000,1756.8238563655568,2108.188627638668,1054.094313819334,False,True,float16,198.55112176993822,274.58100872877543
1768628468.4681182,32,546.34375,999,77,17483,synthetic-7B,32,4096,32,32000,18462.724954999347,22155.269945999215,11077.634972999607,False,True,float16,452.58243248704895,288.15110016146446
1768628468.4681773,32,542.1875,971,52,17350,synthetic-7B,32,4096,32,32000,18855.99204243556,22627.19045092267,11313.595225461335,False,False,float16,131.95767197894037,45.64111690421244
1768628468.4682343,2,766.0,924,608,1532,synthetic-7B,32,4096,32,32000,1007.774851802783,1209.3298221633395,604.6649110816697,True,True,float16,353.6629175393254,285.1793895513747
1768628468.468292,16,587.3125,942,90,9397,synthetic-7B,32,4096,32,32000,8110.753548086787,9732.904257704144,4866.452128852072,True,True,float16,236.82074284221932,202.94803802173743
1768628468.4683492,4,451.0,792,123,1804,synthetic-7B,32,4096,32,32000,1055.7206110023087,1266.8647332027704,633.4323666013852,True,True,float16,436.51938162752157,197.9998307301324
1768628468.4684067,1,411.0,411,411,411,synthetic-7B,32,4096,32,32000,429.60540494275165,515.526485931302,257.763242965651,False,True,float16,172.27555927808368,161.25004603248112
